tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	5744	0	live	PTHLH	BDE2, HHM, PLP, PTHR, PTHRP	parathyroid hormone like hormone	parathyroid hormone-related protein|PTH-rP|PTH-related protein|osteostatin|parathyroid hormone-like hormone preproprotein|parathyroid hormone-like related protein	12p11.22	12	NC_000012.12	27958084	27972733	minus	7	168470	
9606	Homo sapiens	4194	0	live	MDM4	BMFS6, HDMX, MDMX, MRP1	MDM4 regulator of p53	protein Mdm4|MDM4, p53 regulator|MDM4-related protein 1|Mdm4 p53 binding protein homolog|double minute 4, human homolog of; p53-binding protein|mdm2-like p53-binding protein|protein Mdmx	1q32.1	1	NC_000001.11	204516406	204558120	plus	13	602704	
9606	Homo sapiens	7031	0	live	TFF1	BCEI, D21S21, HP1.A, HPS2, pNR-2, pS2	trefoil factor 1	trefoil factor 1|breast cancer estrogen-inducible protein|breast cancer estrogen-inducible sequence|gastrointestinal trefoil protein pS2|polypeptide P1.A|protein pS2	21q22.3	21	NC_000021.9	42362282	42366535	minus	3	113710	
9606	Homo sapiens	11200	0	live	CHEK2	CDS1, CHK2, HuCds1, LFS2, PP1425, RAD53, TPDS4, hCds1	checkpoint kinase 2	serine/threonine-protein kinase Chk2|CHK2 checkpoint homolog|cds1 homolog|checkpoint-like protein CHK2	22q12.1	22	NC_000022.11	28687743	28741834	minus	21	604373	
9606	Homo sapiens	6623	0	live	SNCG	BCSG1, SR	synuclein gamma	gamma-synuclein|-synuclein|E pound-synuclein|breast cancer-specific gene 1 protein|persyn|synoretin|synuclein, gamma (breast cancer-specific protein 1)	10q23.2	10	NC_000010.11	86955759	86963258	plus	7	602998	
9606	Homo sapiens	57591	0	live	MRTFA	BSAC, MAL, MKL, MKL1, MRTF-A	myocardin related transcription factor A	myocardin-related transcription factor A|MKL/myocardin-like protein 1|alternative protein MKL1|basic, SAP and coiled-coil domain|megakaryoblastic leukemia (translocation) 1|megakaryoblastic leukemia 1 protein|megakaryocytic acute leukemia protein	22q13.1-q13.2	22	NC_000022.11	40410289	40636719	minus	16	606078	
9606	Homo sapiens	4214	0	live	MAP3K1	MAPKKK1, MEKK, MEKK 1, MEKK1, SRXY6	mitogen-activated protein kinase kinase kinase 1	mitogen-activated protein kinase kinase kinase 1|MAP/ERK kinase kinase 1|MAPK/ERK kinase kinase 1|MEK kinase 1|mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	5q11.2	5	NC_000005.10	56815549	56896152	plus	22	600982	
9606	Homo sapiens	4609	0	live	MYC	MRTLC, bHLHe39, c-Myc, MYC	MYC proto-oncogene, bHLH transcription factor	myc proto-oncogene protein|avian myelocytomatosis viral oncogene homolog|class E basic helix-loop-helix protein 39|myc-related translation/localization regulatory factor|proto-oncogene c-Myc|transcription factor p64|v-myc avian myelocytomatosis viral oncogene homolog|v-myc myelocytomatosis viral oncogene homolog	8q24.21	8	NC_000008.11	127735434	127742951	plus	3	190080	
9606	Homo sapiens	3479	0	live	IGF1	IGF, IGF-I, IGFI, MGF	insulin like growth factor 1	insulin-like growth factor I|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor IB|mechano growth factor|somatomedin-C	12q23.2	12	NC_000012.12	102395874	102481839	minus	7	147440	
9606	Homo sapiens	25855	0	live	BRMS1		BRMS1 transcriptional repressor and anoikis regulator	breast cancer metastasis-suppressor 1|breast cancer metastasis suppressor 1	11q13.2	11	NC_000011.10	66337339	66345104	minus	10	606259	
9606	Homo sapiens	57805	0	live	CCAR2	DBC-1, DBC1, KIAA1967, NET35, p30 DBC, p30DBC	cell cycle and apoptosis regulator 2	cell cycle and apoptosis regulator protein 2|cell division cycle and apoptosis regulator protein 2|deleted in breast cancer 1	8p21.3	8	NC_000008.11	22604757	22621514	plus	22	607359	
9606	Homo sapiens	2066	0	live	ERBB4	ALS19, HER4, p180erbB4	erb-b2 receptor tyrosine kinase 4	receptor tyrosine-protein kinase erbB-4|avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4|human epidermal growth factor receptor 4|proto-oncogene-like protein c-ErbB-4|tyrosine kinase-type cell surface receptor HER4|v-erb-a erythroblastic leukemia viral oncogene homolog 4|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	2q34	2	NC_000002.12	211375717	212538802	minus	31	600543	
9606	Homo sapiens	1030	0	live	CDKN2B	CDK4I, INK4B, MTS2, P15, TP15, p15INK4b	cyclin dependent kinase inhibitor 2B	cyclin-dependent kinase 4 inhibitor B|CDK inhibitory protein|CDK4B inhibitor|MTS-2|cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)|cyclin-dependent kinases 4 and 6 binding protein|multiple tumor suppressor 2|p14-INK4b|p14_CDK inhibitor|p14_INK4B|p15 CDK inhibitor|p15-INK4b|p15_INK4B	9p21.3	9	NC_000009.12	22002903	22009313	minus	2	600431	
9606	Homo sapiens	7157	0	live	TP53	BCC7, BMFS5, LFS1, P53, TRP53	tumor protein p53	cellular tumor antigen p53|antigen NY-CO-13|mutant tumor protein 53|phosphoprotein p53|transformation-related protein 53|tumor protein 53|tumor supressor p53	17p13.1	17	NC_000017.11	7668421	7687490	minus	13	191170	
9606	Homo sapiens	100048912	0	live	CDKN2B-AS1	ANRIL, CDKN2B-AS, CDKN2BAS, NCRNA00089, PCAT12, p15AS	CDKN2B antisense RNA 1	CDKN2B antisense RNA 1 (non-protein coding)|antisense noncoding RNA in the INK4 locus|p15 antisense RNA|prostate cancer associated transcript 12	9p21.3	9	NC_000009.12	21994791	22128142	plus	22	613149	
9606	Homo sapiens	27324	0	live	TOX3	CAGF9, TNRC9	TOX high mobility group box family member 3	TOX high mobility group box family member 3|CAG trinucleotide repeat-containing gene F9 protein|trinucleotide repeat-containing gene 9 protein	16q12.1	16	NC_000016.10	52436416	52547802	minus	10	611416	
9606	Homo sapiens	26121	0	live	PRPF31	NY-BR-99, PRP31, RP11, SNRNP61	pre-mRNA processing factor 31	U4/U6 small nuclear ribonucleoprotein Prp31|PRP31 pre-mRNA processing factor 31 homolog|U4/U6 snRNP 61 kDa protein|hPrp31|protein 61K|serologically defined breast cancer antigen NY-BR-99	19q13.42	19	NC_000019.10	54115754	54131713	plus	14	606419	
9606	Homo sapiens	5890	0	live	RAD51B	R51H2, RAD51L1, REC2	RAD51 paralog B	DNA repair protein RAD51 homolog 2|RAD51 homolog B|RecA-like protein|recombination repair protein	14q24.1	14	NC_000014.9	67819779	68683096	plus	19	602948	
9606	Homo sapiens	8412	0	live	BCAR3	AND-34, MIG7, NSP2, SH2D3B	BCAR3 adaptor protein, NSP family member	breast cancer anti-estrogen resistance protein 3|BCAR3, NSP family adaptor protein|SH2 domain-containing protein 3B|breast cancer anti-estrogen resistance 3|breast cancer antiestrogen resistance 3 protein|dJ1033H22.2 (breast cancer anti-estrogen resistance 3)|epididymis secretory sperm binding protein|mig-7|migration inducting gene-7|novel SH2-containing protein 2	1p22.1	1	NC_000001.11	93561741	93848151	minus	31	604704	
9606	Homo sapiens	374	0	live	AREG	ARB, CRDGF, SDGF, AREG	amphiregulin	amphiregulin|amphiregulin B|colorectum cell-derived growth factor|schwannoma-derived growth factor	4q13.3	4	NC_000004.12	74445136	74455005	plus	6	104640	
9606	Homo sapiens	101928292	0	live	LINC01488	BRCAT8, CUPID1	long intergenic non-protein coding RNA 1488	CCND1-upstream intergenic DNA repair 1|breast cancer-associated transcript 8	11q13.3	11	NC_000011.10	69481663	69493210	plus	7	617696	
9606	Homo sapiens	4046	0	live	LSP1	WP34, pp52	lymphocyte specific protein 1	lymphocyte-specific protein 1|47 kDa actin binding protein|52 kDa phosphoprotein|F-actin binding and cytoskeleton associated protein|leufactin (leukocyte F-actin binding protein)|leukocyte-specific protein 1|lymphocyte-specific antigen WP34	11p15.5	11	NC_000011.10	1853084	1892263	plus	16	153432	
9606	Homo sapiens	1956	0	live	EGFR	ERBB, ERBB1, ERRP, HER1, NISBD2, PIG61, mENA	epidermal growth factor receptor	epidermal growth factor receptor|EGFR vIII|avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|cell growth inhibiting protein 40|cell proliferation-inducing protein 61|epidermal growth factor receptor tyrosine kinase domain|erb-b2 receptor tyrosine kinase 1|proto-oncogene c-ErbB-1|receptor tyrosine-protein kinase erbB-1	7p11.2	7	NC_000007.14	55019017	55211628	plus	32	131550	
9606	Homo sapiens	9687	0	live	GREB1		growth regulating estrogen receptor binding 1	protein GREB1|gene regulated by estrogen in breast cancer|gene regulated in breast cancer 1 protein|growth regulation by estrogen in breast cancer 1	2p25.1	2	NC_000002.12	11482888	11642788	plus	41	611736	
9606	Homo sapiens	348	0	live	APOE	AD2, APO-E, ApoE4, LDLCQ5, LPG	apolipoprotein E	apolipoprotein E|apolipoprotein E3	19q13.32	19	NC_000019.10	44905796	44909393	plus	6	107741	
9606	Homo sapiens	9497	0	live	SLC4A7	NBC2, NBC3, NBCN1, SBC2, SLC4A6	solute carrier family 4 member 7	sodium bicarbonate cotransporter 3|bicarbonate transporter|electroneutral Na/HCO(3) cotransporter|sodium bicarbonate cotransporter 2|sodium bicarbonate cotransporter 2b|solute carrier family 4, sodium bicarbonate cotransporter, member 7	3p24.1	3	NC_000003.12	27372723	27484384	minus	28	603353	
9606	Homo sapiens	7124	0	live	TNF	DIF-alpha, TNFA, TNFSF2, TNLG1F, TNF	tumor necrosis factor	tumor necrosis factor|APC1 protein|TNF, macrophage-derived|TNF, monocyte-derived|TNF-a|tumor necrosis factor ligand 1F|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha|tumor necrotic factor alpha	6p21.33	6	NC_000006.12	31575565	31578336	plus	4	191160	
9606	Homo sapiens	54828	0	live	BCAS3	GAOB1, HEMARS, MAAB, PHAF2	BCAS3 microtubule associated cell migration factor	BCAS3 microtubule associated cell migration factor|BCAS4/BCAS3 fusion|Rudhira|breast carcinoma amplified sequence 4/3 fusion protein|breast carcinoma-amplified sequence 3|metastasis associated antigen of breast cancer|phagophore assembly factor 2|protein Maab1	17q23.2	17	NC_000017.11	60677851	61392831	plus	28	607470	
9606	Homo sapiens	6934	0	live	TCF7L2	TCF-4, TCF4	transcription factor 7 like 2	transcription factor 7-like 2|HMG box transcription factor 4|T-cell factor 4|T-cell-specific transcription factor 4|hTCF-4|transcription factor 7-like 2 (T-cell specific, HMG-box)	10q25.2-q25.3	10	NC_000010.11	112950247	113167678	plus	20	602228	
9606	Homo sapiens	7422	0	live	VEGFA	L-VEGF, MVCD1, VEGF, VPF	vascular endothelial growth factor A	vascular endothelial growth factor A, long form|vascular endothelial growth factor A121|vascular endothelial growth factor A165|vascular permeability factor	6p21.1	6	NC_000006.12	43770211	43786487	plus	9	192240	
9606	Homo sapiens	3569	0	live	IL6	BSF-2, BSF2, CDF, HGF, HSF, IFN-beta-2, IFNB2, IL-6	interleukin 6	interleukin-6|B-cell differentiation factor|B-cell stimulatory factor 2|CTL differentiation factor|hybridoma growth factor|interferon beta-2|interleukin BSF-2	7p15.3	7	NC_000007.14	22727200	22731998	plus	5	147620	
9606	Homo sapiens	11214	0	live	AKAP13	AKAP-13, AKAP-Lbc, ARHGEF13, BRX, HA-3, Ht31, LBC, PRKA13, PROTO-LB, PROTO-LBC, c-lbc, p47	A-kinase anchoring protein 13	A-kinase anchor protein 13|A kinase (PRKA) anchor protein 13|LBC oncogene|breast cancer nuclear receptor-binding auxiliary protein|guanine nucleotide exchange factor Lbc|human thyroid-anchoring protein 31|lymphoid blast crisis oncogene|non-oncogenic Rho GTPase-specific GTP exchange factor|protein kinase A-anchoring protein 13	15q25.3	15	NC_000015.10	85380603	85749358	plus	39	604686	
9606	Homo sapiens	7040	0	live	TGFB1	CED, DPD1, IBDIMDE, LAP, TGF-beta1, TGFB, TGFbeta	transforming growth factor beta 1	transforming growth factor beta-1 proprotein|TGF-beta-1|latency-associated peptide|prepro-transforming growth factor beta-1|transforming growth factor beta1	19q13.2	19	NC_000019.10	41330323	41353922	minus	7	190180	
9606	Homo sapiens	23221	0	live	RHOBTB2	DBC2, DEE64, EIEE64, p83	Rho related BTB domain containing 2	rho-related BTB domain-containing protein 2|deleted in breast cancer 2 gene protein	8p21.3	8	NC_000008.11	22950813	23020199	plus	16	607352	
9606	Homo sapiens	4524	0	live	MTHFR		methylenetetrahydrofolate reductase	methylenetetrahydrofolate reductase (NADPH)|5,10-methylenetetrahydrofolate reductase (NADPH)|methylenetetrahydrofolate reductase (NAD(P)H)	1p36.22	1	NC_000001.11	11785723	11805964	minus	13	607093	
9606	Homo sapiens	57402	0	live	S100A14	BCMP84, S100A15	S100 calcium binding protein A14	protein S100-A14|S114|breast cancer membrane protein 84	1q21.3	1	NC_000001.11	153614255	153616325	minus	4	607986	
9606	Homo sapiens	56992	0	live	KIF15	BRDCS2, HKLP2, KLP2, KNSL7, NY-BR-62	kinesin family member 15	kinesin-like protein KIF15|kinesin-like 7|kinesin-like protein 2|kinesin-like protein 7|serologically defined breast cancer antigen NY-BR-62	3p21.31	3	NC_000003.12	44761794	44868687	plus	40	617569	
9606	Homo sapiens	3091	0	live	HIF1A	HIF-1-alpha, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78	hypoxia inducible factor 1 subunit alpha	hypoxia-inducible factor 1-alpha|ARNT interacting protein|PAS domain-containing protein 8|basic-helix-loop-helix-PAS protein MOP1|class E basic helix-loop-helix protein 78|hypoxia inducible factor 1 alpha subunit|hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)|hypoxia-inducible factor1alpha|member of PAS protein 1|member of PAS superfamily 1	14q23.2	14	NC_000014.9	61695513	61748258	plus	16	603348	
9606	Homo sapiens	2064	0	live	ERBB2	CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)	erb-b2 receptor tyrosine kinase 2	receptor tyrosine-protein kinase erbB-2|c-erb B2/neu protein|herstatin|human epidermal growth factor receptor 2|metastatic lymph node gene 19 protein|neuro/glioblastoma derived oncogene homolog|neuroblastoma/glioblastoma derived oncogene homolog|proto-oncogene Neu|proto-oncogene c-ErbB-2|tyrosine kinase-type cell surface receptor HER2|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2|v-erb-b2 avian erythroblastic leukemia viral oncoprotein 2|v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog	17q12	17	NC_000017.11	39688094	39728658	plus	35	164870	
9606	Homo sapiens	7048	0	live	TGFBR2	AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TBR-ii, TBRII, TGFR-2, TGFbeta-RII, tbetaR-II	transforming growth factor beta receptor 2	TGF-beta receptor type-2|TGF-beta receptor type IIB|TGF-beta type II receptor|transforming growth factor beta receptor II|transforming growth factor beta receptor type IIC|transforming growth factor, beta receptor II (70/80kDa)|transforming growth factor, beta receptor II alpha|transforming growth factor, beta receptor II beta|transforming growth factor, beta receptor II delta|transforming growth factor, beta receptor II epsilon|transforming growth factor, beta receptor II gamma	3p24.1	3	NC_000003.12	30606356	30694142	plus	14	190182	
9606	Homo sapiens	400500	0	live	BCAR4		breast cancer anti-estrogen resistance 4	breast cancer anti-estrogen resistance 4 (non-protein coding)|breast cancer antiestrogen resistance 4 protein	16p13.13	16	NC_000016.10	11819830	11828832	minus	5	613746	
9606	Homo sapiens	22891	0	live	ZNF365	Su48, UAND, ZNF365	zinc finger protein 365	protein ZNF365|DISC1-binding zinc-finger protein|protein su48|talanin	10q21.2	10	NC_000010.11	62374369	62480285	plus	7	607818	
9606	Homo sapiens	3586	0	live	IL10	CSIF, GVHDS, IL-10A, TGIF, IL10	interleukin 10	interleukin-10|T-cell growth inhibitory factor|cytokine synthesis inhibitory factor	1q32.1	1	NC_000001.11	206767602	206772494	minus	7	124092	
9606	Homo sapiens	10916	0	live	MAGED2	11B6, BARTS5, BCG-1, BCG1, HCA10, MAGE-D2	MAGE family member D2	melanoma-associated antigen D2|MAGE-D2 antigen|breast cancer-associated gene 1 protein|hepatocellular carcinoma-associated protein JCL-1|melanoma antigen family D, 2|melanoma antigen family D2	Xp11.21	X	NC_000023.11	54807745	54816015	plus	15	300470	
9606	Homo sapiens	273	0	live	AMPH	AMPH1	amphiphysin	amphiphysin|amphiphysin (Stiff-Mann syndrome with breast cancer 128kD autoantigen)|amphiphysin I	7p14.1	7	NC_000007.14	38383704	38631373	minus	23	600418	
9606	Homo sapiens	9314	0	live	KLF4	EZF, GKLF	KLF transcription factor 4	Krueppel-like factor 4|Kruppel like factor 4|Kruppel-like factor 4 (gut)|endothelial Kruppel-like zinc finger protein|epithelial zinc finger protein EZF|gut Kruppel-like factor|gut-enriched krueppel-like factor	9q31.2	9	NC_000009.12	107484852	107489769	minus	4	602253	
9606	Homo sapiens	6774	0	live	STAT3	ADMIO, ADMIO1, APRF, HIES	signal transducer and activator of transcription 3	signal transducer and activator of transcription 3|DNA-binding protein APRF|acute-phase response factor	17q21.2	17	NC_000017.11	42313324	42388442	minus	24	102582	
9606	Homo sapiens	23054	0	live	NCOA6	AIB3, ASC2, NRC, PRIP, RAP250, TRBP	nuclear receptor coactivator 6	nuclear receptor coactivator 6|NRC RAP250|PPAR-interacting protein|activating signal cointegrator-2|amplified in breast cancer protein 3|amplified in breast cancer-3 protein|cancer-amplified transcriptional coactivator ASC-2|nuclear receptor coactivator RAP250|nuclear receptor-activating protein, 250 kDa|peroxisome proliferator-activated receptor interacting protein|thyroid hormone receptor binding protein	20q11.22	20	NC_000020.11	34714774	34825651	minus	20	605299	
9606	Homo sapiens	1636	0	live	ACE	ACE1, CD143, DCP, DCP1	angiotensin I converting enzyme	angiotensin-converting enzyme|CD143 antigen|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1|carboxycathepsin|dipeptidyl carboxypeptidase 1|dipeptidyl carboxypeptidase I|kininase II|peptidase P	17q23.3	17	NC_000017.11	63477061	63498373	plus	26	106180	
9606	Homo sapiens	3845	0	live	KRAS	'C-K-RAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, K-Ras, K-Ras 2, KI-RAS1, KRAS2, NS, NS3, OES, RALD, RASK2, c-Ki-ras, c-Ki-ras2, KRAS	KRAS proto-oncogene, GTPase	GTPase KRas|K-ras p21 protein|KRAS-ENOPH fusion|Kirsten rat sarcoma viral oncogene homolog|Kirsten rat sarcoma viral proto-oncogene|Kras-Enoph1 fusion protein|PR310 c-K-ras oncogene|c-Kirsten-ras protein|cellular c-Ki-ras2 proto-oncogene|cellular transforming proto-oncogene|oncogene KRAS2|proto-oncogene GTPase|transforming protein p21|v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog	12p12.1	12	NC_000012.12	25205246	25250929	minus	7	190070	
9606	Homo sapiens	627	0	live	BDNF	ANON2, BULN2	brain derived neurotrophic factor	brain-derived neurotrophic factor|abrineurin|neurotrophin	11p14.1	11	NC_000011.10	27654893	27722030	minus	12	113505	
9606	Homo sapiens	4318	0	live	MMP9	CLG4B, GELB, MANDP2, MMP-9	matrix metallopeptidase 9	matrix metalloproteinase-9|macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase	20q13.12	20	NC_000020.11	46008908	46016561	plus	13	120361	
9606	Homo sapiens	7421	0	live	VDR	NR1I1, PPP1R163	vitamin D receptor	vitamin D3 receptor|1,25-dihydroxyvitamin D3 receptor|nuclear receptor subfamily 1 group I member 1|protein phosphatase 1, regulatory subunit 163|vitamin D (1,25- dihydroxyvitamin D3) receptor	12q13.11	12	NC_000012.12	47841537	47904994	minus	12	601769	
9606	Homo sapiens	29126	0	live	CD274	B7-H, B7H1, PD-L1, PDCD1L1, PDCD1LG1, PDL1, hPD-L1	CD274 molecule	programmed cell death 1 ligand 1|B7 homolog 1|CD274 antigen|PDCD1 ligand 1	9p24.1	9	NC_000009.12	5450542	5470554	plus	7	605402	
9606	Homo sapiens	1401	0	live	CRP	PTX1	C-reactive protein	C-reactive protein|C-reactive protein, pentraxin-related|pentraxin 1	1q23.2	1	NC_000001.11	159712289	159714589	minus	3	123260	
9606	Homo sapiens	9861	0	live	PSMD6	Rpn7, S10, SGA-113M, p42A, p44S10	proteasome 26S subunit, non-ATPase 6	26S proteasome non-ATPase regulatory subunit 6|breast cancer-associated protein SGA-113M|phosphonoformate immuno-associated protein 4|proteasome (prosome, macropain) 26S subunit, non-ATPase, 6|proteasome regulatory particle subunit p44S10	3p14.1	3	NC_000003.12	64010551	64024007	minus	11	617857	
9606	Homo sapiens	367	0	live	AR	AIS8, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM, AR	androgen receptor	androgen receptor|dihydrotestosterone receptor|nuclear receptor subfamily 3 group C member 4	Xq12	X	NC_000023.11	67544021	67730619	plus	11	313700	
9606	Homo sapiens	9370	0	live	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28	adiponectin, C1Q and collagen domain containing	adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28	3q27.3	3	NC_000003.12	186842710	186858463	plus	4	605441	
9606	Homo sapiens	207	0	live	AKT1	AKT, PKB, PKB-ALPHA, PRKBA, RAC, RAC-ALPHA	AKT serine/threonine kinase 1	RAC-alpha serine/threonine-protein kinase|AKT1m|PKB alpha|RAC-PK-alpha|protein kinase B alpha|proto-oncogene c-Akt|rac protein kinase alpha|serine-threonine protein kinase|v-akt murine thymoma viral oncogene homolog 1|v-akt murine thymoma viral oncogene-like protein 1	14q32.33	14	NC_000014.9	104769349	104795748	minus	17	164730	
